pricing_type,series,bore,rod,mount_group,base_price,cushion_base,per_unit_price,cushion_per_end,rod_thread_std,rod_thread_oversize,unit,source_sheet,source_row
base_cylinder,H/HM/W,18,8,MF1/MF2/MS4,45295,,348,1400,5 3/4-12,7 1/2-12,inch,H,49
base_cylinder,H/HM/W,18,8,MP1/MP3/MT1/MT2/MF5/MF6/MS2/ME5/ME6,52826,,348,1400,5 3/4-12,7 1/2-12,inch,H,49
base_cylinder,H/HM/W,18,8,MS3/MP2/ME3/ME4/MT4/MPU3/MS7,71159,,348,1400,5 3/4-12,7 1/2-12,inch,H,49
piston_rod_assembly,H/HM/W,18,8,,11324,12724,330,,,,inch,H,49
base_cylinder,H/HM/W,18,10,MX0/MX1/MX2/MX3,47308,,372,1400,7 1/4-12,9 1/2-12,inch,H,50
base_cylinder,H/HM/W,18,10,MF1/MF2/MS4,47308,,372,1400,7 1/4-12,9 1/2-12,inch,H,50
base_cylinder,H/HM/W,18,10,MP1/MP3/MT1/MT2/MF5/MF6/MS2/ME5/ME6,54824,,372,1400,7 1/4-12,9 1/2-12,inch,H,50
base_cylinder,H/HM/W,18,10,MS3/MP2/ME3/ME4/MT4/MPU3/MS7,69455,,372,1400,7 1/4-12,9 1/2-12,inch,H,50
piston_rod_assembly,H/HM/W,18,10,,11827,13227,353,,,,inch,H,50
base_cylinder,H/HM/W,20,10,MX0/MX1/MX2/MX3,56666,,468,1400,7 1/4-12,9 1/2-12,inch,H,51
base_cylinder,H/HM/W,20,10,MF1/MF2/MS4,56666,,468,1400,7 1/4-12,9 1/2-12,inch,H,51
base_cylinder,H/HM/W,20,10,MP1/MP3/MT1/MT2/MF5/MF6/MS2/ME5/ME6,66209,,468,1400,7 1/4-12,9 1/2-12,inch,H,51
base_cylinder,H/HM/W,20,10,MS3/MP2/ME3/ME4/MT4/MPU3/MS7,83329,,468,1400,7 1/4-12,9 1/2-12,inch,H,51
piston_rod_assembly,H/HM/W,20,10,,14167,15567,444,,,,inch,H,51
base_cylinder,A/LH,1.5,0.625,MX0/MX1/MX2/MX3,472,,10,158,7/16-20,1/2-20,inch,A,6
base_cylinder,A/LH,1.5,0.625,MF1/MF2/MS4,503,,10,158,7/16-20,1/2-20,inch,A,6
base_cylinder,A/LH,1.5,0.625,MP1/MP3/MT1/MT2/MF5/MF6/MS2/ME5/ME6,534,,10,158,7/16-20,1/2-20,inch,A,6
base_cylinder,A/LH,1.5,0.625,MS3/MP2/ME3/ME4/MT4/MPU3/MS7,684,,10,158,7/16-20,1/2-20,inch,A,6
piston_rod_assembly,A/LH,1.5,0.625,,118,276,9,,,,inch,A,6
base_cylinder,A/LH,1.5,1,MX0/MX1/MX2/MX3,570,,11,158,3/4-16,7/8-14,inch,A,7
base_cylinder,A/LH,1.5,1,MF1/MF2/MS4,622,,11,158,3/4-16,7/8-14,inch,A,7
base_cylinder,A/LH,1.5,1,MP1/MP3/MT1/MT2/MF5/MF6/MS2/ME5/ME6,588,,11,158,3/4-16,7/8-14,inch,A,7
base_cylinder,A/LH,1.5,1,MS3/MP2/ME3/ME4/MT4/MPU3/MS7,727,,11,158,3/4-16,7/8-14,inch,A,7
piston_rod_assembly,A/LH,1.5,1,,143,301,10,,,,inch,A,7
base_cylinder,A/LH,2,0.625,MX0/MX1/MX2/MX3,511,,11,158,7/16-20,1/2-20,inch,A,8
base_cylinder,A/LH,2,0.625,MF1/MF2/MS4,544,,11,158,7/16-20,1/2-20,inch,A,8
base_cylinder,A/LH,2,0.625,MP1/MP3/MT1/MT2/MF5/MF6/MS2/ME5/ME6,571,,11,158,7/16-20,1/2-20,inch,A,8
base_cylinder,A/LH,2,0.625,MS3/MP2/ME3/ME4/MT4/MPU3/MS7,733,,11,158,7/16-20,1/2-20,inch,A,8
piston_rod_assembly,A/LH,2,0.625,,128,286,10,,,,inch,A,8
base_cylinder,A/LH,2,1,MX0/MX1/MX2/MX3,646,,12,158,3/4-16,7/8-14,inch,A,9
base_cylinder,A/LH,2,1,MF1/MF2/MS4,679,,12,158,3/4-16,7/8-14,inch,A,9
base_cylinder,A/LH,2,1,MP1/MP3/MT1/MT2/MF5/MF6/MS2/ME5/ME6,714,,12,158,3/4-16,7/8-14,inch,A,9
base_cylinder,A/LH,2,1,MS3/MP2/ME3/ME4/MT4/MPU3/MS7,858,,12,158,3/4-16,7/8-14,inch,A,9
piston_rod_assembly,A/LH,2,1,,162,320,11,,,,inch,A,9
base_cylinder,A/LH,2,1.375,MX0/MX1/MX2/MX3,679,,15,158,1-14,1 1/4-12,inch,A,10
base_cylinder,A/LH,2,1.375,MF1/MF2/MS4,709,,15,158,1-14,1 1/4-12,inch,A,10
base_cylinder,A/LH,2,1.375,MP1/MP3/MT1/MT2/MF5/MF6/MS2/ME5/ME6,771,,15,158,1-14,1 1/4-12,inch,A,10
base_cylinder,A/LH,2,1.375,MS3/MP2/ME3/ME4/MT4/MPU3/MS7,933,,15,158,1-14,1 1/4-12,inch,A,10
piston_rod_assembly,A/LH,2,1.375,,170,328,14,,,,inch,A,10
base_cylinder,A/LH,2.5,0.625,MX0/MX1/MX2/MX3,533,,11,158,7/16-20,1/2-20,inch,A,11
base_cylinder,A/LH,2.5,0.625,MF1/MF2/MS4,581,,11,158,7/16-20,1/2-20,inch,A,11
base_cylinder,A/LH,2.5,0.625,MP1/MP3/MT1/MT2/MF5/MF6/MS2/ME5/ME6,599,,11,158,7/16-20,1/2-20,inch,A,11
base_cylinder,A/LH,2.5,0.625,MS3/MP2/ME3/ME4/MT4/MPU3/MS7,770,,11,158,7/16-20,1/2-20,inch,A,11
piston_rod_assembly,A/LH,2.5,0.625,,134,292,10,,,,inch,A,11
base_cylinder,A/LH,2.5,1,MX0/MX1/MX2/MX3,679,,12,158,3/4-16,7/8-14,inch,A,12
base_cylinder,A/LH,2.5,1,MF1/MF2/MS4,734,,12,158,3/4-16,7/8-14,inch,A,12
base_cylinder,A/LH,2.5,1,MP1/MP3/MT1/MT2/MF5/MF6/MS2/ME5/ME6,747,,12,158,3/4-16,7/8-14,inch,A,12
base_cylinder,A/LH,2.5,1,MS3/MP2/ME3/ME4/MT4/MPU3/MS7,915,,12,158,3/4-16,7/8-14,inch,A,12
piston_rod_assembly,A/LH,2.5,1,,170,328,11,,,,inch,A,12
base_cylinder,A/LH,2.5,1.375,MX0/MX1/MX2/MX3,747,,16,158,1-14,1 1/4-12,inch,A,13
base_cylinder,A/LH,2.5,1.375,MF1/MF2/MS4,786,,16,158,1-14,1 1/4-12,inch,A,13
base_cylinder,A/LH,2.5,1.375,MP1/MP3/MT1/MT2/MF5/MF6/MS2/ME5/ME6,818,,16,158,1-14,1 1/4-12,inch,A,13
base_cylinder,A/LH,2.5,1.375,MS3/MP2/ME3/ME4/MT4/MPU3/MS7,1000,,16,158,1-14,1 1/4-12,inch,A,13
piston_rod_assembly,A/LH,2.5,1.375,,187,345,15,,,,inch,A,13
base_cylinder,A/LH,2.5,1.75,MX0/MX1/MX2/MX3,797,,18,158,1 1/4-12,1 1/2-12,inch,A,14
base_cylinder,A/LH,2.5,1.75,MF1/MF2/MS4,833,,18,158,1 1/4-12,1 1/2-12,inch,A,14
base_cylinder,A/LH,2.5,1.75,MP1/MP3/MT1/MT2/MF5/MF6/MS2/ME5/ME6,924,,18,158,1 1/4-12,1 1/2-12,inch,A,14
base_cylinder,A/LH,2.5,1.75,MS3/MP2/ME3/ME4/MT4/MPU3/MS7,1088,,18,158,1 1/4-12,1 1/2-12,inch,A,14
piston_rod_assembly,A/LH,2.5,1.75,,200,358,17,,,,inch,A,14
base_cylinder,A/LH,3.25,1,MX0/MX1/MX2/MX3,682,,17,191,3/4-16,7/8-14,inch,A,15
base_cylinder,A/LH,3.25,1,MF1/MF2/MS4,745,,17,191,3/4-16,7/8-14,inch,A,15
base_cylinder,A/LH,3.25,1,MP1/MP3/MT1/MT2/MF5/MF6/MS2/ME5/ME6,761,,17,191,3/4-16,7/8-14,inch,A,15
base_cylinder,A/LH,3.25,1,MS3/MP2/ME3/ME4/MT4/MPU3/MS7,982,,17,191,3/4-16,7/8-14,inch,A,15
piston_rod_assembly,A/LH,3.25,1,,171,362,16,,,,inch,A,15
base_cylinder,A/LH,3.25,1.375,MX0/MX1/MX2/MX3,907,,20,191,1-14,1 1/4-12,inch,A,16
base_cylinder,A/LH,3.25,1.375,MF1/MF2/MS4,953,,20,191,1-14,1 1/4-12,inch,A,16
base_cylinder,A/LH,3.25,1.375,MP1/MP3/MT1/MT2/MF5/MF6/MS2/ME5/ME6,965,,20,191,1-14,1 1/4-12,inch,A,16
base_cylinder,A/LH,3.25,1.375,MS3/MP2/ME3/ME4/MT4/MPU3/MS7,1167,,20,191,1-14,1 1/4-12,inch,A,16
piston_rod_assembly,A/LH,3.25,1.375,,227,418,19,,,,inch,A,16
base_cylinder,A/LH,3.25,1.75,MX0/MX1/MX2/MX3,975,,23,191,1 1/4-12,1 1/2-12,inch,A,17
base_cylinder,A/LH,3.25,1.75,MF1/MF2/MS4,1037,,23,191,1 1/4-12,1 1/2-12,inch,A,17
base_cylinder,A/LH,3.25,1.75,MP1/MP3/MT1/MT2/MF5/MF6/MS2/ME5/ME6,1053,,23,191,1 1/4-12,1 1/2-12,inch,A,17
base_cylinder,A/LH,3.25,1.75,MS3/MP2/ME3/ME4/MT4/MPU3/MS7,1254,,23,191,1 1/4-12,1 1/2-12,inch,A,17
piston_rod_assembly,A/LH,3.25,1.75,,244,435,21,,,,inch,A,17
base_cylinder,A/LH,3.25,2,MX0/MX1/MX2/MX3,1059,,24,191,1 1/2-12,1 3/4-12,inch,A,18
base_cylinder,A/LH,3.25,2,MF1/MF2/MS4,1125,,24,191,1 1/2-12,1 3/4-12,inch,A,18
base_cylinder,A/LH,3.25,2,MP1/MP3/MT1/MT2/MF5/MF6/MS2/ME5/ME6,1136,,24,191,1 1/2-12,1 3/4-12,inch,A,18
base_cylinder,A/LH,3.25,2,MS3/MP2/ME3/ME4/MT4/MPU3/MS7,1350,,24,191,1 1/2-12,1 3/4-12,inch,A,18
piston_rod_assembly,A/LH,3.25,2,,265,456,22,,,,inch,A,18
base_cylinder,A/LH,4,1,MX0/MX1/MX2/MX3,811,,18,191,3/4-16,7/8-14,inch,A,19
base_cylinder,A/LH,4,1,MF1/MF2/MS4,859,,18,191,3/4-16,7/8-14,inch,A,19
base_cylinder,A/LH,4,1,MP1/MP3/MT1/MT2/MF5/MF6/MS2/ME5/ME6,876,,18,191,3/4-16,7/8-14,inch,A,19
base_cylinder,A/LH,4,1,MS3/MP2/ME3/ME4/MT4/MPU3/MS7,1113,,18,191,3/4-16,7/8-14,inch,A,19
piston_rod_assembly,A/LH,4,1,,203,394,17,,,,inch,A,19
base_cylinder,A/LH,4,1.375,MX0/MX1/MX2/MX3,976,,21,191,1-14,1 1/4-12,inch,A,20
base_cylinder,A/LH,4,1.375,MF1/MF2/MS4,1054,,21,191,1-14,1 1/4-12,inch,A,20
base_cylinder,A/LH,4,1.375,MP1/MP3/MT1/MT2/MF5/MF6/MS2/ME5/ME6,1074,,21,191,1-14,1 1/4-12,inch,A,20
base_cylinder,A/LH,4,1.375,MS3/MP2/ME3/ME4/MT4/MPU3/MS7,1293,,21,191,1-14,1 1/4-12,inch,A,20
piston_rod_assembly,A/LH,4,1.375,,244,435,19,,,,inch,A,20
base_cylinder,A/LH,4,1.75,MX0/MX1/MX2/MX3,1054,,23,191,1 1/4-12,1 1/2-12,inch,A,21
base_cylinder,A/LH,4,1.75,MF1/MF2/MS4,1129,,23,191,1 1/4-12,1 1/2-12,inch,A,21
base_cylinder,A/LH,4,1.75,MP1/MP3/MT1/MT2/MF5/MF6/MS2/ME5/ME6,1153,,23,191,1 1/4-12,1 1/2-12,inch,A,21
base_cylinder,A/LH,4,1.75,MS3/MP2/ME3/ME4/MT4/MPU3/MS7,1439,,23,191,1 1/4-12,1 1/2-12,inch,A,21
piston_rod_assembly,A/LH,4,1.75,,264,455,21,,,,inch,A,21
base_cylinder,A/LH,4,2,MX0/MX1/MX2/MX3,1141,,24,191,1 1/2-12,1 3/4-12,inch,A,22
base_cylinder,A/LH,4,2,MF1/MF2/MS4,1245,,24,191,1 1/2-12,1 3/4-12,inch,A,22
base_cylinder,A/LH,4,2,MP1/MP3/MT1/MT2/MF5/MF6/MS2/ME5/ME6,1241,,24,191,1 1/2-12,1 3/4-12,inch,A,22
base_cylinder,A/LH,4,2,MS3/MP2/ME3/ME4/MT4/MPU3/MS7,1586,,24,191,1 1/2-12,1 3/4-12,inch,A,22
piston_rod_assembly,A/LH,4,2,,286,477,22,,,,inch,A,22
base_cylinder,A/LH,5,1,MX0/MX1/MX2/MX3,907,,23,196,3/4-16,7/8-14,inch,A,23
base_cylinder,A/LH,5,1,MF1/MF2/MS4,987,,23,196,3/4-16,7/8-14,inch,A,23
base_cylinder,A/LH,5,1,MP1/MP3/MT1/MT2/MF5/MF6/MS2/ME5/ME6,1035,,23,196,3/4-16,7/8-14,inch,A,23
base_cylinder,A/LH,5,1,MS3/MP2/ME3/ME4/MT4/MPU3/MS7,1328,,23,196,3/4-16,7/8-14,inch,A,23
piston_rod_assembly,A/LH,5,1,,227,423,21,,,,inch,A,23
base_cylinder,A/LH,5,1.375,MX0/MX1/MX2/MX3,1174,,24,196,1-14,1 1/4-12,inch,A,24
base_cylinder,A/LH,5,1.375,MF1/MF2/MS4,1268,,24,196,1-14,1 1/4-12,inch,A,24
base_cylinder,A/LH,5,1.375,MP1/MP3/MT1/MT2/MF5/MF6/MS2/ME5/ME6,1316,,24,196,1-14,1 1/4-12,inch,A,24
base_cylinder,A/LH,5,1.375,MS3/MP2/ME3/ME4/MT4/MPU3/MS7,1533,,24,196,1-14,1 1/4-12,inch,A,24
piston_rod_assembly,A/LH,5,1.375,,294,490,22,,,,inch,A,24
base_cylinder,A/LH,5,1.75,MX0/MX1/MX2/MX3,1246,,26,196,1 1/4-12,1 1/2-12,inch,A,25
base_cylinder,A/LH,5,1.75,MF1/MF2/MS4,1335,,26,196,1 1/4-12,1 1/2-12,inch,A,25
base_cylinder,A/LH,5,1.75,MP1/MP3/MT1/MT2/MF5/MF6/MS2/ME5/ME6,1388,,26,196,1 1/4-12,1 1/2-12,inch,A,25
base_cylinder,A/LH,5,1.75,MS3/MP2/ME3/ME4/MT4/MPU3/MS7,1608,,26,196,1 1/4-12,1 1/2-12,inch,A,25
piston_rod_assembly,A/LH,5,1.75,,312,508,24,,,,inch,A,25
base_cylinder,A/LH,5,2,MX0/MX1/MX2/MX3,1381,,30,196,1 1/2-12,1 3/4-12,inch,A,26
base_cylinder,A/LH,5,2,MF1/MF2/MS4,1520,,30,196,1 1/2-12,1 3/4-12,inch,A,26
base_cylinder,A/LH,5,2,MP1/MP3/MT1/MT2/MF5/MF6/MS2/ME5/ME6,1527,,30,196,1 1/2-12,1 3/4-12,inch,A,26
base_cylinder,A/LH,5,2,MS3/MP2/ME3/ME4/MT4/MPU3/MS7,1772,,30,196,1 1/2-12,1 3/4-12,inch,A,26
piston_rod_assembly,A/LH,5,2,,346,542,28,,,,inch,A,26
base_cylinder,A/LH,6,1.375,MX0/MX1/MX2/MX3,1232,,28,275,1-14,1 1/4-12,inch,A,27
base_cylinder,A/LH,6,1.375,MF1/MF2/MS4,1321,,28,275,1-14,1 1/4-12,inch,A,27
base_cylinder,A/LH,6,1.375,MP1/MP3/MT1/MT2/MF5/MF6/MS2/ME5/ME6,1330,,28,275,1-14,1 1/4-12,inch,A,27
base_cylinder,A/LH,6,1.375,MS3/MP2/ME3/ME4/MT4/MPU3/MS7,1837,,28,275,1-14,1 1/4-12,inch,A,27
piston_rod_assembly,A/LH,6,1.375,,308,583,26,,,,inch,A,27
base_cylinder,A/LH,6,1.75,MX0/MX1/MX2/MX3,1488,,30,275,1 1/4-12,1 1/2-12,inch,A,28
base_cylinder,A/LH,6,1.75,MF1/MF2/MS4,1586,,30,275,1 1/4-12,1 1/2-12,inch,A,28
base_cylinder,A/LH,6,1.75,MP1/MP3/MT1/MT2/MF5/MF6/MS2/ME5/ME6,1595,,30,275,1 1/4-12,1 1/2-12,inch,A,28
base_cylinder,A/LH,6,1.75,MS3/MP2/ME3/ME4/MT4/MPU3/MS7,1947,,30,275,1 1/4-12,1 1/2-12,inch,A,28
piston_rod_assembly,A/LH,6,1.75,,372,647,28,,,,inch,A,28
base_cylinder,A/LH,6,2,MX0/MX1/MX2/MX3,1593,,32,275,1 1/2-12,1 3/4-12,inch,A,29
base_cylinder,A/LH,6,2,MF1/MF2/MS4,1697,,32,275,1 1/2-12,1 3/4-12,inch,A,29
base_cylinder,A/LH,6,2,MP1/MP3/MT1/MT2/MF5/MF6/MS2/ME5/ME6,1697,,32,275,1 1/2-12,1 3/4-12,inch,A,29
base_cylinder,A/LH,6,2,MS3/MP2/ME3/ME4/MT4/MPU3/MS7,2066,,32,275,1 1/2-12,1 3/4-12,inch,A,29
piston_rod_assembly,A/LH,6,2,,399,674,30,,,,inch,A,29
base_cylinder,A/LH,6,2.5,MX0/MX1/MX2/MX3,1771,,37,275,1 7/8-12,2 1/4-12,inch,A,30
base_cylinder,A/LH,6,2.5,MF1/MF2/MS4,1927,,37,275,1 7/8-12,2 1/4-12,inch,A,30
base_cylinder,A/LH,6,2.5,MP1/MP3/MT1/MT2/MF5/MF6/MS2/ME5/ME6,1877,,37,275,1 7/8-12,2 1/4-12,inch,A,30
base_cylinder,A/LH,6,2.5,MS3/MP2/ME3/ME4/MT4/MPU3/MS7,2240,,37,275,1 7/8-12,2 1/4-12,inch,A,30
piston_rod_assembly,A/LH,6,2.5,,443,718,35,,,,inch,A,30
base_cylinder,A/LH,7,1.375,MX0/MX1/MX2/MX3,1392,,30,304,1-14,1 1/4-12,inch,A,31
base_cylinder,A/LH,7,1.375,MF1/MF2/MS4,1446,,30,304,1-14,1 1/4-12,inch,A,31
base_cylinder,A/LH,7,1.375,MP1/MP3/MT1/MT2/MF5/MF6/MS2/ME5/ME6,1595,,30,304,1-14,1 1/4-12,inch,A,31
base_cylinder,A/LH,7,1.375,MS3/MP2/ME3/ME4/MT4/MPU3/MS7,1944,,30,304,1-14,1 1/4-12,inch,A,31
piston_rod_assembly,A/LH,7,1.375,,348,652,28,,,,inch,A,31
base_cylinder,A/LH,7,1.75,MX0/MX1/MX2/MX3,1631,,33,304,1 1/4-12,1 1/2-12,inch,A,32
base_cylinder,A/LH,7,1.75,MF1/MF2/MS4,1682,,33,304,1 1/4-12,1 1/2-12,inch,A,32
base_cylinder,A/LH,7,1.75,MP1/MP3/MT1/MT2/MF5/MF6/MS2/ME5/ME6,1855,,33,304,1 1/4-12,1 1/2-12,inch,A,32
base_cylinder,A/LH,7,1.75,MS3/MP2/ME3/ME4/MT4/MPU3/MS7,2338,,33,304,1 1/4-12,1 1/2-12,inch,A,32
piston_rod_assembly,A/LH,7,1.75,,408,712,31,,,,inch,A,32
base_cylinder,A/LH,7,2,MX0/MX1/MX2/MX3,1654,,34,304,1 1/2-12,1 3/4-12,inch,A,33
base_cylinder,A/LH,7,2,MF1/MF2/MS4,1705,,34,304,1 1/2-12,1 3/4-12,inch,A,33
base_cylinder,A/LH,7,2,MP1/MP3/MT1/MT2/MF5/MF6/MS2/ME5/ME6,1864,,34,304,1 1/2-12,1 3/4-12,inch,A,33
base_cylinder,A/LH,7,2,MS3/MP2/ME3/ME4/MT4/MPU3/MS7,2433,,34,304,1 1/2-12,1 3/4-12,inch,A,33
piston_rod_assembly,A/LH,7,2,,414,718,32,,,,inch,A,33
base_cylinder,A/LH,7,2.5,MX0/MX1/MX2/MX3,2199,,52,344,1 7/8-12,2 1/4-12,inch,A,34
base_cylinder,A/LH,7,2.5,MF1/MF2/MS4,2398,,52,344,1 7/8-12,2 1/4-12,inch,A,34
base_cylinder,A/LH,7,2.5,MP1/MP3/MT1/MT2/MF5/MF6/MS2/ME5/ME6,2599,,52,344,1 7/8-12,2 1/4-12,inch,A,34
base_cylinder,A/LH,7,2.5,MS3/MP2/ME3/ME4/MT4/MPU3/MS7,3196,,52,344,1 7/8-12,2 1/4-12,inch,A,34
piston_rod_assembly,A/LH,7,2.5,,550,894,49,,,,inch,A,34
base_cylinder,A/LH,8,1.375,MX0/MX1/MX2/MX3,1654,,35,369,1-14,1 1/4-12,inch,A,35
base_cylinder,A/LH,8,1.375,MF1/MF2/MS4,1819,,35,369,1-14,1 1/4-12,inch,A,35
base_cylinder,A/LH,8,1.375,MP1/MP3/MT1/MT2/MF5/MF6/MS2/ME5/ME6,1855,,35,369,1-14,1 1/4-12,inch,A,35
base_cylinder,A/LH,8,1.375,MS3/MP2/ME3/ME4/MT4/MPU3/MS7,2462,,35,369,1-14,1 1/4-12,inch,A,35
piston_rod_assembly,A/LH,8,1.375,,414,783,33,,,,inch,A,35
base_cylinder,A/LH,8,1.75,MX0/MX1/MX2/MX3,2071,,37,369,1 1/4-12,1 1/2-12,inch,A,36
base_cylinder,A/LH,8,1.75,MF1/MF2/MS4,2192,,37,369,1 1/4-12,1 1/2-12,inch,A,36
base_cylinder,A/LH,8,1.75,MP1/MP3/MT1/MT2/MF5/MF6/MS2/ME5/ME6,2233,,37,369,1 1/4-12,1 1/2-12,inch,A,36
base_cylinder,A/LH,8,1.75,MS3/MP2/ME3/ME4/MT4/MPU3/MS7,2739,,37,369,1 1/4-12,1 1/2-12,inch,A,36
piston_rod_assembly,A/LH,8,1.75,,518,887,35,,,,inch,A,36
base_cylinder,A/LH,8,2,MX0/MX1/MX2/MX3,2188,,38,369,1 1/2-12,1 3/4-12,inch,A,37
base_cylinder,A/LH,8,2,MF1/MF2/MS4,2308,,38,369,1 1/2-12,1 3/4-12,inch,A,37
base_cylinder,A/LH,8,2,MP1/MP3/MT1/MT2/MF5/MF6/MS2/ME5/ME6,2348,,38,369,1 1/2-12,1 3/4-12,inch,A,37
base_cylinder,A/LH,8,2,MS3/MP2/ME3/ME4/MT4/MPU3/MS7,2883,,38,369,1 1/2-12,1 3/4-12,inch,A,37
piston_rod_assembly,A/LH,8,2,,547,916,36,,,,inch,A,37
base_cylinder,A/LH,8,2.5,MX0/MX1/MX2/MX3,2354,,42,369,1 7/8-12,2 1/4-12,inch,A,38
base_cylinder,A/LH,8,2.5,MF1/MF2/MS4,2482,,42,369,1 7/8-12,2 1/4-12,inch,A,38
base_cylinder,A/LH,8,2.5,MP1/MP3/MT1/MT2/MF5/MF6/MS2/ME5/ME6,2517,,42,369,1 7/8-12,2 1/4-12,inch,A,38
base_cylinder,A/LH,8,2.5,MS3/MP2/ME3/ME4/MT4/MPU3/MS7,3059,,42,369,1 7/8-12,2 1/4-12,inch,A,38
piston_rod_assembly,A/LH,8,2.5,,589,958,39,,,,inch,A,38
base_cylinder,A/LH,10,1.75,MX0/MX1/MX2/MX3,2770,,52,416,1 1/4-12,1 1/2-12,inch,A,39
base_cylinder,A/LH,10,1.75,MF1/MF2/MS4,2915,,52,416,1 1/4-12,1 1/2-12,inch,A,39
base_cylinder,A/LH,10,1.75,MP1/MP3/MT1/MT2/MF5/MF6/MS2/ME5/ME6,2945,,52,416,1 1/4-12,1 1/2-12,inch,A,39
base_cylinder,A/LH,10,1.75,MS3/MP2/ME3/ME4/MT4/MPU3/MS7,3624,,52,416,1 1/4-12,1 1/2-12,inch,A,39
piston_rod_assembly,A/LH,10,1.75,,693,1109,49,,,,inch,A,39
base_cylinder,A/LH,10,2,MX0/MX1/MX2/MX3,3370,,53,416,1 1/2-12,1 3/4-12,inch,A,40
base_cylinder,A/LH,10,2,MF1/MF2/MS4,3536,,53,416,1 1/2-12,1 3/4-12,inch,A,40
base_cylinder,A/LH,10,2,MP1/MP3/MT1/MT2/MF5/MF6/MS2/ME5/ME6,3601,,53,416,1 1/2-12,1 3/4-12,inch,A,40
base_cylinder,A/LH,10,2,MS3/MP2/ME3/ME4/MT4/MPU3/MS7,3914,,53,416,1 1/2-12,1 3/4-12,inch,A,40
piston_rod_assembly,A/LH,10,2,,843,1259,50,,,,inch,A,40
base_cylinder,A/LH,10,2.5,MX0/MX1/MX2/MX3,3521,,57,416,1 7/8-12,2 1/4-12,inch,A,41
base_cylinder,A/LH,10,2.5,MF1/MF2/MS4,3683,,57,416,1 7/8-12,2 1/4-12,inch,A,41
base_cylinder,A/LH,10,2.5,MP1/MP3/MT1/MT2/MF5/MF6/MS2/ME5/ME6,3829,,57,416,1 7/8-12,2 1/4-12,inch,A,41
base_cylinder,A/LH,10,2.5,MS3/MP2/ME3/ME4/MT4/MPU3/MS7,4135,,57,416,1 7/8-12,2 1/4-12,inch,A,41
piston_rod_assembly,A/LH,10,2.5,,881,1297,54,,,,inch,A,41
base_cylinder,A/LH,10,3,MX0/MX1/MX2/MX3,3703,,63,416,2 1/4-12,2 3/4-12,inch,A,42
base_cylinder,A/LH,10,3,MF1/MF2/MS4,3873,,63,416,2 1/4-12,2 3/4-12,inch,A,42
base_cylinder,A/LH,10,3,MP1/MP3/MT1/MT2/MF5/MF6/MS2/ME5/ME6,4021,,63,416,2 1/4-12,2 3/4-12,inch,A,42
base_cylinder,A/LH,10,3,MS3/MP2/ME3/ME4/MT4/MPU3/MS7,4331,,63,416,2 1/4-12,2 3/4-12,inch,A,42
piston_rod_assembly,A/LH,10,3,,926,1342,59,,,,inch,A,42
base_cylinder,A/LH,10,3.5,MX0/MX1/MX2/MX3,3853,,69,416,2 1/2-12,3 1/4-12,inch,A,43
base_cylinder,A/LH,10,3.5,MF1/MF2/MS4,4034,,69,416,2 1/2-12,3 1/4-12,inch,A,43
base_cylinder,A/LH,10,3.5,MP1/MP3/MT1/MT2/MF5/MF6/MS2/ME5/ME6,4172,,69,416,2 1/2-12,3 1/4-12,inch,A,43
base_cylinder,A/LH,10,3.5,MS3/MP2/ME3/ME4/MT4/MPU3/MS7,4636,,69,416,2 1/2-12,3 1/4-12,inch,A,43
piston_rod_assembly,A/LH,10,3.5,,964,1380,65,,,,inch,A,43
base_cylinder,A/LH,12,2,MX0/MX1/MX2/MX3,3954,,83,536,1 1/2-12,1 3/4-12,inch,A,44
base_cylinder,A/LH,12,2,MF1/MF2/MS4,4136,,83,536,1 1/2-12,1 3/4-12,inch,A,44
base_cylinder,A/LH,12,2,MP1/MP3/MT1/MT2/MF5/MF6/MS2/ME5/ME6,4189,,83,536,1 1/2-12,1 3/4-12,inch,A,44
base_cylinder,A/LH,12,2,MS3/MP2/ME3/ME4/MT4/MPU3/MS7,5013,,83,536,1 1/2-12,1 3/4-12,inch,A,44
piston_rod_assembly,A/LH,12,2,,989,1525,78,,,,inch,A,44
